Cohort	Sample_t0	Sample_t1	Species	NumTestedSNPs	NumSNPChanges	NumTestedGenes	NumGeneChanges	NumPrivateSNVs	NumPrivateReversions
hmp	700013597	700097291	Alistipes_onderdonkii_55464	1958850	0	2631	0	82	0
hmp	700013597	700097291	Alistipes_putredinis_61533	1404070	0	1839	0	54	0
hmp	700013597	700097291	Alistipes_shahii_62199	1497670	0	1709	0	45	0
hmp	700013597	700097291	Bacteroides_eggerthii_54457	2376140	1	3309	0	40	0
hmp	700013600	700034565	Akkermansia_muciniphila_55290	1648560	2	2437	0	25	0
hmp	700013600	700034565	Alistipes_shahii_62199	1503610	0	1709	0	59	0
hmp	700013603	700099002	Bacteroides_massiliensis_44749	2591800	3	3044	0	38	0
hmp	700013603	700099002	Bacteroides_stercoris_56735	2399220	0	3009	0	23	0
hmp	700013603	700099002	Bacteroides_thetaiotaomicron_56941	3160790	0	5336	0	267	0
hmp	700013603	700099002	Bacteroides_uniformis_57318	1412670	0	5053	0	37	0
hmp	700013603	700099002	Bacteroides_vulgatus_57955	2968310	6	8885	0	39	0
hmp	700013672	700099059	Alistipes_putredinis_61533	1427420	7080	1839	20	51	51
hmp	700013693	700095287	Bacteroides_cellulosilyticus_58046	2257770	0	9515	0	1736	0
hmp	700013715	700097837	Alistipes_finegoldii_56071	1857700	0	2229	0	142	0
hmp	700013715	700097837	Alistipes_onderdonkii_55464	1747460	20	2631	0	39	0
hmp	700013715	700097837	Alistipes_putredinis_61533	1516060	0	1839	0	25	0
hmp	700013715	700097837	Bacteroides_caccae_53434	3252410	4	3561	0	34	2
hmp	700013715	700097837	Bacteroides_stercoris_56735	2415380	1	3009	0	28	0
hmp	700013715	700097837	Parabacteroides_distasonis_56985	2950250	0	7002	0	252	0
hmp	700014386	700095353	Alistipes_finegoldii_56071	1994640	31	2229	0	49	1
hmp	700014386	700095353	Alistipes_putredinis_61533	1411000	0	1839	0	70	0
hmp	700014386	700095353	Bacteroides_stercoris_56735	2466950	2	3009	0	26	0
hmp	700014386	700095353	Parabacteroides_merdae_56972	2974510	0	3554	0	20	0
hmp	700014562	700098359	Bacteroides_cellulosilyticus_58046	3172030	1	9515	1	42	1
hmp	700014562	700098359	Parabacteroides_merdae_56972	2855390	1	3554	0	19	0
hmp	700014724	700097196	Alistipes_finegoldii_56071	1898920	0	2229	0	133	0
hmp	700014724	700097196	Alistipes_putredinis_61533	1406990	0	1839	0	40	0
hmp	700014724	700097196	Bacteroides_caccae_53434	3227520	0	3561	2	55	0
hmp	700014724	700097196	Bacteroides_fragilis_54507	3227730	0	10828	11	19	0
hmp	700014724	700097196	Bacteroides_ovatus_58035	2308460	0	6575	5	9	0
hmp	700014724	700097196	Bacteroides_stercoris_56735	2424130	0	3009	0	18	0
hmp	700014724	700097196	Bacteroides_thetaiotaomicron_56941	2986240	0	5336	0	957	0
hmp	700014724	700097196	Bacteroides_uniformis_57318	1332840	0	5053	1	7	0
hmp	700014724	700097196	Barnesiella_intestinihominis_62208	2617190	0	2666	1	63	0
hmp	700014724	700097196	Burkholderiales_bacterium_56577	451841	0	2847	0	48	0
hmp	700014724	700097196	Odoribacter_splanchnicus_62174	2578500	0	3301	1	90	0
hmp	700014724	700097196	Phascolarctobacterium_sp_59817	1757460	0	2263	2	58	0
hmp	700014724	700097196	Ruminococcus_bromii_62047	1451160	0	1917	0	172	0
hmp	700014837	700098561	Alistipes_shahii_62199	1444900	0	1709	0	111	0
hmp	700014837	700098561	Bacteroides_massiliensis_44749	2600310	0	3044	0	34	0
hmp	700014837	700098561	Butyrivibrio_crossotus_61674	1628130	0	2141	0	0	0
hmp	700014837	700098561	Odoribacter_splanchnicus_62174	2656030	0	3301	0	217	0
hmp	700014837	700098561	Parabacteroides_distasonis_56985	3333970	0	7002	1	28	0
hmp	700014837	700098561	Prevotella_copri_61740	1381750	0	2121	0	2878	0
hmp	700015113	700100227	Bacteroides_fragilis_54507	3412900	0	10828	0	63	0
hmp	700015113	700100227	Bacteroides_vulgatus_57955	2799140	0	8885	0	67	0
hmp	700015113	700100227	Phascolarctobacterium_sp_59817	1790680	0	2263	0	307	0
hmp	700015181	700098267	Alistipes_putredinis_61533	1470410	0	1839	0	152	0
hmp	700015181	700098267	Alistipes_shahii_62199	1494360	0	1709	0	72	0
hmp	700015181	700098267	Bacteroides_cellulosilyticus_58046	3577080	0	9515	0	35	0
hmp	700015181	700098267	Bacteroides_coprocola_61586	2263010	2	2626	0	212	0
hmp	700015181	700098267	Parabacteroides_distasonis_56985	3294240	0	7002	0	28	0
hmp	700015181	700098267	Phascolarctobacterium_sp_59817	1725840	1	2263	0	1019	0
hmp	700015181	700098267	Ruminococcus_bicirculans_59300	1914690	0	2465	0	112	0
hmp	700015181	700098267	Ruminococcus_bromii_62047	1417640	0	1917	0	15	0
hmp	700015250	700099803	Alistipes_finegoldii_56071	1931510	0	2229	0	95	0
hmp	700015250	700099803	Alistipes_putredinis_61533	1510390	0	1839	0	29	0
hmp	700015250	700099803	Alistipes_shahii_62199	1470220	0	1709	1	56	0
hmp	700015250	700099803	Bacteroides_caccae_53434	3253040	0	3561	0	56	0
hmp	700015250	700099803	Bacteroides_massiliensis_44749	2531040	0	3044	0	37	0
hmp	700015250	700099803	Bacteroides_stercoris_56735	2367780	0	3009	0	145	0
hmp	700015250	700099803	Bacteroides_thetaiotaomicron_56941	3621410	0	5336	0	20	0
hmp	700015250	700099803	Eubacterium_rectale_56927	2013300	0	3578	0	373	0
hmp	700015250	700099803	Phascolarctobacterium_sp_59817	1772190	0	2263	0	51	0
hmp	700015250	700119165	Odoribacter_splanchnicus_62174	2608440	0	3301	0	133	0
hmp	700015415	700101243	Alistipes_putredinis_61533	1464340	0	1839	0	18	0
hmp	700015415	700101243	Bacteroides_massiliensis_44749	2525330	2	3044	0	66	1
hmp	700015415	700101243	Bacteroides_plebeius_61623	1529100	0	2712	0	1302	0
hmp	700015415	700101243	Bacteroides_stercoris_56735	2409000	0	3009	0	42	0
hmp	700015415	700101243	Bacteroides_vulgatus_57955	2746130	0	8885	1	20	0
hmp	700015415	700101243	Dialister_invisus_61905	1233550	7517	1920	39	146	146
hmp	700015415	700101243	Ruminococcus_bicirculans_59300	1868720	0	2465	0	82	0
hmp	700015857	700100432	Bacteroides_uniformis_57318	1363540	0	5053	0	18	0
hmp	700015857	700100432	Bacteroides_vulgatus_57955	2799150	0	8885	0	145	0
hmp	700015922	700101840	Bacteroides_fragilis_54507	3402180	0	10828	0	17	0
hmp	700015922	700101840	Bacteroides_thetaiotaomicron_56941	3781990	0	5336	1	21	0
hmp	700015922	700101840	Bacteroides_vulgatus_57955	1871440	0	8885	0	115	0
hmp	700015922	700101840	Sutterella_wadsworthensis_56828	1885570	0	2819	0	214	0
hmp	700015981	700100471	Bacteroides_eggerthii_54457	2367840	0	3309	0	57	0
hmp	700015981	700100471	Bacteroides_thetaiotaomicron_56941	3076000	0	5336	1	170	0
hmp	700015981	700100471	Bacteroides_uniformis_57318	1334190	0	5053	0	20	0
hmp	700015981	700100471	Parabacteroides_merdae_56972	2891950	0	3554	0	63	0
hmp	700016000	700099746	Bacteroides_massiliensis_44749	2607750	0	3044	0	44	0
hmp	700016000	700099746	Bacteroides_ovatus_58035	2341990	0	6575	0	18	0
hmp	700016000	700099746	Bacteroides_stercoris_56735	2477780	0	3009	0	27	0
hmp	700016000	700099746	Bacteroides_uniformis_57318	1250300	0	5053	0	55	0
hmp	700016142	700102905	Bacteroides_eggerthii_54457	2372770	0	3309	0	122	0
hmp	700016142	700102905	Bacteroides_thetaiotaomicron_56941	3511030	1	5336	0	323	0
hmp	700016142	700102905	Bacteroides_uniformis_57318	2227590	0	5053	0	17	0
hmp	700016142	700102905	Bacteroides_vulgatus_57955	1897480	0	8885	0	38	0
hmp	700016142	700102905	Parabacteroides_merdae_56972	2849390	0	3554	0	30	0
hmp	700016456	700100600	Bacteroides_uniformis_57318	1346910	1	5053	0	9	0
hmp	700016456	700100600	Bacteroides_vulgatus_57955	1876390	0	8885	0	18	0
hmp	700016456	700100600	Butyrivibrio_crossotus_61674	1639260	0	2141	0	4	0
hmp	700016456	700100600	Odoribacter_laneus_62216	2110730	0	3212	0	22	0
hmp	700016456	700100600	Parabacteroides_merdae_56972	2688820	0	3554	0	71	0
hmp	700016542	700102586	Bacteroides_faecis_58503	3157240	0	3502	0	48	0
hmp	700016542	700102586	Bacteroides_finegoldii_57739	2457360	0	4003	0	1262	0
hmp	700016542	700102586	Bacteroides_stercoris_56735	2456530	0	3009	0	45	0
hmp	700016542	700102586	Bacteroides_vulgatus_57955	3054270	0	8885	0	60	0
hmp	700016542	700102586	Barnesiella_intestinihominis_62208	2562870	0	2666	0	74	0
hmp	700016542	700102586	Parabacteroides_merdae_56972	2835360	0	3554	0	15	0
hmp	700016542	700102586	Paraprevotella_clara_33712	1261820	0	4875	0	53	0
hmp	700016542	700102586	Prevotella_copri_61740	1428520	0	2121	0	2106	0
hmp	700016610	700102242	Alistipes_putredinis_61533	1384480	0	1839	0	36	0
hmp	700016610	700102242	Bacteroides_stercoris_56735	2536080	0	3009	1	19	0
hmp	700016610	700102242	Bacteroides_thetaiotaomicron_56941	3371160	0	5336	1	85	0
hmp	700016610	700102242	Bacteroides_uniformis_57318	1379210	0	5053	0	37	0
hmp	700016610	700102242	Dialister_invisus_61905	1338330	0	1920	0	731	0
hmp	700016610	700102242	Parabacteroides_merdae_56972	2571060	0	3554	0	69	0
hmp	700016610	700102242	Prevotella_copri_61740	1413330	0	2121	0	1826	0
hmp	700016716	700102848	Parabacteroides_distasonis_56985	3328900	0	7002	0	161	0
hmp	700016716	700119307	Prevotella_copri_61740	1451960	0	2121	0	307	0
hmp	700016765	700100312	Bacteroides_caccae_53434	3228090	0	3561	0	9	0
hmp	700016765	700100312	Bacteroides_vulgatus_57955	2825890	0	8885	0	13	0
hmp	700016765	700100312	Dialister_invisus_61905	1316480	4	1920	0	57	0
hmp	700016765	700100312	Parabacteroides_merdae_56972	2856700	1	3554	0	12	0
hmp	700016765	700100312	Paraprevotella_clara_33712	1332040	0	4875	0	381	0
hmp	700016765	700100312	Ruminococcus_bromii_62047	1464550	4	1917	2	134	0
hmp	700016902	700101638	Alistipes_putredinis_61533	1416010	0	1839	0	24	0
hmp	700016902	700101638	Bacteroides_uniformis_57318	1223780	0	5053	0	98	0
hmp	700016960	700101581	Alistipes_putredinis_61533	1428580	0	1839	0	28	0
hmp	700016960	700101581	Bacteroides_cellulosilyticus_58046	3175370	0	9515	0	28	0
hmp	700016960	700101581	Bacteroides_finegoldii_57739	2775840	0	4003	0	15	0
hmp	700016960	700101581	Paraprevotella_clara_33712	1260210	0	4875	0	89	0
hmp	700021123	700114000	Bacteroides_finegoldii_57739	2774280	0	4003	0	30	0
hmp	700021123	700114000	Bacteroides_massiliensis_44749	2545370	0	3044	0	62	0
hmp	700021123	700114000	Bacteroides_uniformis_57318	1342070	0	5053	0	13	0
hmp	700021123	700114000	Barnesiella_intestinihominis_62208	2696370	0	2666	0	11	0
hmp	700021261	700105685	Alistipes_finegoldii_56071	1945040	0	2229	0	497	0
hmp	700021261	700105685	Alistipes_putredinis_61533	1512420	0	1839	0	19	0
hmp	700021261	700105685	Bacteroides_uniformis_57318	1440680	0	5053	0	2	0
hmp	700021306	700037632	Bacteroides_uniformis_57318	1293740	0	5053	0	16	0
hmp	700021306	700037632	Faecalibacterium_prausnitzii_57453	1156400	22	1996	0	192	0
hmp	700021361	700117938	Alistipes_putredinis_61533	1401940	0	1839	0	26	0
hmp	700021361	700117938	Dialister_invisus_61905	1324540	0	1920	0	131	0
hmp	700021824	700038158	Bacteroides_finegoldii_57739	2701830	0	4003	1	45	0
hmp	700021824	700038158	Bacteroides_massiliensis_44749	2616760	0	3044	0	37	0
hmp	700021824	700038158	Bacteroides_uniformis_57318	1328500	0	5053	0	10	0
hmp	700021824	700038158	Parabacteroides_distasonis_56985	3338370	0	7002	0	18	0
hmp	700021824	700038158	Ruminococcus_bicirculans_59300	1861630	0	2465	0	615	0
hmp	700021876	700038472	Bacteroides_vulgatus_57955	2624020	7771	8885	435	0	0
hmp	700021876	700038472	Eubacterium_rectale_56927	1636240	24662	3578	452	96	96
hmp	700021876	700038472	Faecalibacterium_prausnitzii_57453	1050350	19106	1996	27	106	105
hmp	700021876	700113616	Bacteroides_ovatus_58035	1431740	0	6575	0	4	0
hmp	700021902	700105237	Alistipes_onderdonkii_55464	1803460	0	2631	0	19	0
hmp	700021902	700105237	Bacteroides_caccae_53434	3266340	0	3561	0	36	0
hmp	700021902	700105237	Bacteroides_uniformis_57318	1544360	1	5053	0	15	0
hmp	700021902	700105237	Bacteroides_vulgatus_57955	2869420	0	8885	0	19	0
hmp	700021902	700105237	Eubacterium_rectale_56927	1972080	2	3578	0	54	1
hmp	700021902	700105237	Parabacteroides_distasonis_56985	3347050	0	7002	0	44	0
hmp	700021902	700116611	Alistipes_shahii_62199	1527640	0	1709	0	187	0
hmp	700023066	700038702	Alistipes_putredinis_61533	1440980	0	1839	0	18	0
hmp	700023066	700038702	Bacteroides_stercoris_56735	2375990	0	3009	0	223	0
hmp	700023066	700038702	Bacteroides_uniformis_57318	1075160	0	5053	0	962	0
hmp	700023113	700023720	Alistipes_putredinis_61533	1412810	0	1839	0	129	0
hmp	700023113	700023720	Bacteroides_cellulosilyticus_58046	3559320	0	9515	0	41	0
hmp	700023113	700023720	Bacteroides_coprocola_61586	2278670	0	2626	0	855	0
hmp	700023113	700023720	Bacteroides_massiliensis_44749	2546080	0	3044	0	43	0
hmp	700023113	700023720	Bacteroides_ovatus_58035	2368440	0	6575	0	6	0
hmp	700023113	700023720	Bacteroides_stercoris_56735	2426730	0	3009	0	161	0
hmp	700023113	700023720	Dialister_invisus_61905	1284780	33	1920	0	510	3
hmp	700023113	700023720	Eubacterium_rectale_56927	1710840	0	3578	0	325	0
hmp	700023113	700023720	Eubacterium_siraeum_57634	1696860	0	3059	0	661	0
hmp	700023113	700023720	Faecalibacterium_prausnitzii_57453	1205880	0	1996	0	704	0
hmp	700023113	700023720	Faecalibacterium_prausnitzii_61481	1185070	0	1624	0	1164	0
hmp	700023113	700023720	Lachnospiraceae_bacterium_51870	928875	0	2614	0	41	0
hmp	700023113	700023720	Oscillibacter_sp_60799	930852	0	1638	0	863	0
hmp	700023113	700023720	Parabacteroides_distasonis_56985	3295990	0	7002	0	25	0
hmp	700023267	700114125	Alistipes_onderdonkii_55464	1759930	0	2631	0	15	0
hmp	700023267	700114125	Alistipes_putredinis_61533	1384390	0	1839	0	160	0
hmp	700023267	700114125	Bacteroides_caccae_53434	3253260	0	3561	1	40	0
hmp	700023267	700114125	Bacteroides_ovatus_58035	1565730	0	6575	0	24	0
hmp	700023267	700114125	Bacteroides_thetaiotaomicron_56941	3113830	0	5336	0	281	0
hmp	700023267	700114125	Bacteroides_vulgatus_57955	1912550	0	8885	0	8	0
hmp	700023267	700114125	Eubacterium_rectale_56927	1947620	1	3578	0	161	0
hmp	700023267	700114125	Parabacteroides_merdae_56972	2971940	0	3554	0	515	0
hmp	700023337	700037501	Alistipes_putredinis_61533	1397540	0	1839	0	52	0
hmp	700023337	700037501	Bacteroides_caccae_53434	3279980	0	3561	0	50	0
hmp	700023337	700037501	Bacteroides_eggerthii_54457	2433350	0	3309	0	138	0
hmp	700023337	700037501	Bacteroides_massiliensis_44749	2624640	0	3044	2	29	0
hmp	700023337	700037501	Bacteroides_ovatus_58035	1568440	0	6575	0	6	0
hmp	700023337	700037501	Bacteroides_stercoris_56735	2523050	0	3009	0	26	0
hmp	700023337	700037501	Bacteroides_uniformis_57318	1338870	0	5053	0	24	0
hmp	700023337	700037501	Oscillibacter_sp_60799	949658	0	1638	0	50	0
hmp	700023509	700024509	Alistipes_finegoldii_56071	1816980	0	2229	0	105	0
hmp	700023509	700024509	Bacteroides_stercoris_56735	2442430	0	3009	0	307	0
hmp	700023509	700024509	Bacteroides_vulgatus_57955	2964240	0	8885	0	206	0
hmp	700023509	700024509	Ruminococcus_bromii_62047	1447240	0	1917	0	53	0
hmp	700023578	700103477	Alistipes_putredinis_61533	1351900	0	1839	0	85	0
hmp	700023578	700103477	Bacteroides_stercoris_56735	2425680	0	3009	0	85	0
hmp	700023578	700103477	Bacteroides_uniformis_57318	1350910	0	5053	0	16	0
hmp	700023578	700103477	Ruminococcus_bromii_62047	1449580	0	1917	0	88	0
hmp	700023603	700038546	Bacteroides_vulgatus_57955	2633040	7855	8885	457	2	2
hmp	700023634	700114082	Alistipes_onderdonkii_55464	1672670	10242	2631	33	24	24
hmp	700023634	700114082	Bacteroides_uniformis_57318	1317720	0	5053	0	12	0
hmp	700023788	700114653	Akkermansia_muciniphila_55290	1640550	0	2437	0	505	0
hmp	700023788	700114653	Alistipes_putredinis_61533	1392470	0	1839	0	37	0
hmp	700023788	700114653	Dialister_invisus_61905	1373880	0	1920	0	111	0
hmp	700023788	700114653	Ruminococcus_bicirculans_59300	1841960	0	2465	0	37	0
hmp	700023788	700172461	Ruminococcus_bromii_62047	1455330	0	1917	2	176	0
hmp	700023845	700103710	Alistipes_putredinis_61533	1357240	0	1839	0	39	0
hmp	700023845	700103710	Bacteroides_cellulosilyticus_58046	3438040	0	9515	0	125	0
hmp	700023845	700103710	Bacteroides_fragilis_54507	3299030	0	10828	3	74	0
hmp	700023845	700103710	Bacteroides_ovatus_58035	1389350	0	6575	0	13	0
hmp	700023845	700103710	Bacteroides_vulgatus_57955	2778350	0	8885	0	43	0
hmp	700023845	700103710	Eubacterium_siraeum_57634	1639380	0	3059	0	72	0
hmp	700023845	700103710	Parabacteroides_distasonis_56985	3630200	0	7002	0	18	0
hmp	700023872	700106836	Alistipes_onderdonkii_55464	1812200	0	2631	0	103	0
hmp	700023872	700106836	Bacteroides_massiliensis_44749	2750200	0	3044	0	53	0
hmp	700023872	700106836	Bacteroides_ovatus_58035	1407240	0	6575	0	31	0
hmp	700023872	700106836	Bacteroides_vulgatus_57955	2881410	0	8885	1	29	0
hmp	700023872	700106836	Faecalibacterium_prausnitzii_57453	1184340	0	1996	0	289	0
hmp	700023919	700106646	Alistipes_putredinis_61533	1515800	0	1839	0	5	0
hmp	700023919	700106646	Bacteroides_caccae_53434	3258470	3	3561	1	40	0
hmp	700023919	700106646	Bacteroides_fragilis_54507	3325320	0	10828	0	995	0
hmp	700023919	700106646	Bacteroides_ovatus_58035	1996920	0	6575	0	27	0
hmp	700023919	700106646	Bacteroides_thetaiotaomicron_56941	3125640	0	5336	0	53	0
hmp	700023919	700106646	Bacteroides_uniformis_57318	1765880	0	5053	0	9	0
hmp	700023919	700106646	Parabacteroides_distasonis_56985	3639100	0	7002	0	79	0
hmp	700023919	700116358	Sutterella_wadsworthensis_62218	1487790	0	2136	0	2793	0
hmp	700024024	700114480	Alistipes_putredinis_61533	1307740	0	1839	0	46	0
hmp	700024024	700114480	Bacteroides_massiliensis_44749	2509210	0	3044	0	46	0
hmp	700024024	700114480	Bacteroides_uniformis_57318	1277790	0	5053	1	11	0
hmp	700024024	700114480	Barnesiella_intestinihominis_62208	2572280	1	2666	0	18	0
hmp	700024024	700114480	Parabacteroides_distasonis_56985	3253200	0	7002	0	48	0
hmp	700024318	700105372	Alistipes_putredinis_61533	1461600	0	1839	0	22	0
hmp	700024318	700105372	Bacteroides_coprocola_61586	2297160	0	2626	0	133	0
hmp	700024318	700105372	Bacteroides_plebeius_61623	1627560	0	2712	0	383	0
hmp	700024318	700105372	Barnesiella_intestinihominis_62208	2549550	0	2666	0	92	0
hmp	700024318	700105372	Oscillibacter_sp_60799	822767	8909	1638	17	175	162
hmp	700024318	700105372	Ruminococcus_bromii_62047	1527870	0	1917	0	116	0
hmp	700024349	700113114	Alistipes_putredinis_61533	1408230	2	1839	0	70	0
hmp	700024349	700113114	Bacteroides_stercoris_56735	2581190	0	3009	0	124	0
hmp	700024349	700113114	Bacteroides_vulgatus_57955	2787700	0	8885	0	85	0
hmp	700024437	700106694	Alistipes_putredinis_61533	1444990	0	1839	0	37	0
hmp	700024437	700106694	Bacteroides_caccae_53434	3261260	0	3561	0	38	0
hmp	700024437	700106694	Bacteroides_coprocola_61586	2161230	0	2626	0	3292	0
hmp	700024437	700106694	Bacteroides_finegoldii_57739	2530170	7	4003	0	62	0
hmp	700024437	700106694	Bacteroides_plebeius_61623	1969120	0	2712	0	829	0
hmp	700024437	700106694	Parabacteroides_merdae_56972	2550710	0	3554	0	30	0
hmp	700024437	700106694	Phascolarctobacterium_sp_59817	1862650	0	2263	0	43	0
hmp	700024615	700105306	Alistipes_putredinis_61533	1350320	0	1839	0	29	0
hmp	700024615	700105306	Bacteroides_caccae_53434	3219480	0	3561	0	37	0
hmp	700024615	700105306	Bacteroides_fragilis_54507	3344050	0	10828	2	41	0
hmp	700024615	700105306	Bacteroides_stercoris_56735	2330010	0	3009	0	82	0
hmp	700024615	700105306	Bacteroides_thetaiotaomicron_56941	3397280	0	5336	0	82	0
hmp	700024615	700105306	Bacteroides_uniformis_57318	1386230	0	5053	0	20	0
hmp	700024615	700105306	Barnesiella_intestinihominis_62208	2592860	0	2666	1	18	0
hmp	700024615	700105306	Parabacteroides_distasonis_56985	3288890	0	7002	0	89	0
hmp	700024615	700105306	Ruminococcus_bromii_62047	1467400	1	1917	0	205	0
hmp	700024673	700105771	Alistipes_onderdonkii_55464	1791170	0	2631	0	15	0
hmp	700024673	700105771	Alistipes_putredinis_61533	1379860	0	1839	0	32	0
hmp	700024673	700105771	Bacteroides_eggerthii_54457	2330830	0	3309	0	95	0
hmp	700024673	700105771	Barnesiella_intestinihominis_62208	2697620	0	2666	0	152	0
hmp	700024752	700116201	Alistipes_putredinis_61533	1427390	0	1839	0	64	0
hmp	700024752	700116201	Bacteroides_cellulosilyticus_58046	3233380	0	9515	34	78	0
hmp	700024752	700116201	Bacteroides_thetaiotaomicron_56941	3511260	12	5336	0	53	7
hmp	700024752	700116201	Eubacterium_eligens_61678	1441040	4	2272	0	425	0
hmp	700024752	700116201	Parabacteroides_distasonis_56985	3357510	2	7002	3	36	0
hmp	700024789	700117000	Bacteroides_cellulosilyticus_58046	3475780	2	9515	0	890	0
hmp	700024789	700117000	Bacteroides_ovatus_58035	1688900	0	6575	0	19	0
hmp	700024789	700117000	Bacteroides_uniformis_57318	1254200	0	5053	0	49	0
hmp	700024789	700117000	Bacteroides_vulgatus_57955	2826370	0	8885	0	588	0
hmp	700024789	700117000	Faecalibacterium_cf_62236	1015600	0	1352	0	65	0
hmp	700024789	700117000	Ruminococcus_bromii_62047	1460570	3	1917	0	460	2
hmp	700024866	700161945	Alistipes_putredinis_61533	1386430	0	1839	0	17	0
hmp	700024866	700161945	Bacteroides_caccae_53434	3299200	0	3561	0	187	0
hmp	700024866	700161945	Bacteroides_cellulosilyticus_58046	3802880	0	9515	0	64	0
hmp	700024866	700161945	Bacteroides_uniformis_57318	2203580	0	5053	0	11	0
hmp	700024930	700038263	Bacteroides_fragilis_54507	3346140	0	10828	3	50	0
hmp	700024930	700038263	Bacteroides_ovatus_58035	1326540	0	6575	0	13	0
hmp	700024930	700038263	Bacteroides_thetaiotaomicron_56941	3298320	4	5336	0	279	0
hmp	700024930	700038263	Parabacteroides_distasonis_56985	3287020	0	7002	0	198	0
hmp	700024998	700105580	Alistipes_putredinis_61533	1352250	0	1839	0	70	0
hmp	700024998	700105580	Bacteroides_faecis_58503	3062430	0	3502	0	794	0
hmp	700024998	700105580	Bacteroides_finegoldii_57739	2045850	0	4003	0	610	0
hmp	700024998	700105580	Bacteroides_stercoris_56735	2293610	1	3009	0	2254	0
hmp	700024998	700105580	Oscillibacter_sp_60799	800744	7933	1638	12	112	111
hmp	700032944	700108161	Alistipes_shahii_62199	1492340	0	1709	0	103	0
hmp	700032944	700108161	Bacteroides_thetaiotaomicron_56941	2884260	0	5336	0	51	0
hmp	700032944	700108161	Bacteroides_uniformis_57318	1432450	0	5053	0	61	0
hmp	700032944	700108161	Bacteroides_vulgatus_57955	2767990	0	8885	0	78	0
hmp	700032944	700108161	Parabacteroides_merdae_56972	2546590	0	3554	0	16	0
hmp	700032944	700108161	Sutterella_wadsworthensis_56828	1858560	0	2819	1	704	0
hmp	700033435	700101916	Alistipes_putredinis_61533	1368740	0	1839	0	53	0
hmp	700033435	700101916	Bacteroides_massiliensis_44749	2514350	0	3044	0	107	0
hmp	700033435	700101916	Bacteroides_stercoris_56735	2436700	0	3009	0	415	0
hmp	700033435	700101916	Bacteroides_uniformis_57318	1376510	0	5053	0	8	0
hmp	700033435	700101916	Faecalibacterium_prausnitzii_57453	1039810	0	1996	1	195	0
hmp	700033436	700108341	Bacteroides_stercoris_56735	2515860	0	3009	0	39	0
hmp	700033436	700108341	Parabacteroides_merdae_56972	2751120	1	3554	0	69	0
hmp	700033502	700102356	Bacteroides_massiliensis_44749	2622350	0	3044	0	63	0
hmp	700033502	700102356	Bacteroides_vulgatus_57955	2885660	0	8885	0	41	0
hmp	700033502	700102356	Ruminococcus_bicirculans_59300	1834970	26321	2465	88	124	123
hmp	700033665	700101366	Alistipes_putredinis_61533	1439400	0	1839	0	34	0
hmp	700033665	700101366	Alistipes_shahii_62199	1393330	0	1709	0	97	0
hmp	700033665	700101366	Bacteroides_caccae_53434	3173060	0	3561	0	46	0
hmp	700033665	700101366	Bacteroides_stercoris_56735	2441600	0	3009	0	83	0
hmp	700033665	700101366	Bacteroides_uniformis_57318	1383120	2	5053	0	9	0
hmp	700033665	700101366	Barnesiella_intestinihominis_62208	2513140	0	2666	0	10	0
hmp	700033665	700101366	Ruminococcus_bicirculans_59300	1862500	16	2465	3	39	2
hmp	700033665	700101366	Sutterella_wadsworthensis_56828	1874240	0	2819	0	158	0
hmp	700033726	700101534	Alistipes_onderdonkii_55464	1639590	0	2631	0	37	0
hmp	700033726	700101534	Bacteroides_cellulosilyticus_58046	3060360	0	9515	1	156	0
hmp	700033726	700101534	Bacteroides_faecis_58503	3187380	2	3502	0	241	0
hmp	700033726	700101534	Bacteroides_stercoris_56735	2432240	0	3009	0	1252	0
hmp	700033726	700101534	Bacteroides_thetaiotaomicron_56941	3085770	0	5336	0	263	0
hmp	700033797	700107059	Alistipes_onderdonkii_55464	1644420	0	2631	0	15	0
hmp	700033797	700107059	Alistipes_putredinis_61533	1426700	0	1839	0	17	0
hmp	700033797	700107059	Bacteroides_caccae_53434	3245280	0	3561	0	52	0
hmp	700033797	700107059	Bacteroides_cellulosilyticus_58046	3386190	0	9515	0	109	0
hmp	700033797	700107059	Bacteroides_ovatus_58035	1519340	0	6575	0	7	0
hmp	700033797	700107059	Eubacterium_rectale_56927	1982040	0	3578	0	102	0
hmp	700033797	700107059	Oscillibacter_sp_60799	806067	0	1638	0	39	0
hmp	700033922	700100540	Alistipes_putredinis_61533	1395370	0	1839	0	28	0
hmp	700033922	700100540	Bacteroides_ovatus_58035	1910670	0	6575	0	64	0
hmp	700033922	700100540	Bacteroides_stercoris_56735	2503600	1	3009	0	44	0
hmp	700033922	700100540	Bacteroides_thetaiotaomicron_56941	3199460	0	5336	0	52	0
hmp	700033922	700100540	Bacteroides_vulgatus_57955	2863710	0	8885	0	15	0
hmp	700033922	700100540	Parabacteroides_merdae_56972	2960150	0	3554	0	23	0
hmp	700033989	700107489	Barnesiella_intestinihominis_62208	2591390	1	2666	1	35	0
hmp	700034166	700109621	Alistipes_putredinis_61533	1430420	0	1839	0	61	0
hmp	700034166	700109621	Alistipes_shahii_62199	1498590	0	1709	0	66	0
hmp	700034166	700109621	Bacteroides_massiliensis_44749	2517270	1	3044	0	73	0
hmp	700034166	700109621	Bacteroides_ovatus_58035	1579580	0	6575	1	2	0
hmp	700034166	700109621	Bacteroides_plebeius_61623	1612280	0	2712	0	378	0
